7.1370 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x16CFEE50>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=1, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
386.8667 	EXP 	text_3: autoDraw = False
386.8667 	EXP 	Gray_Square3: autoDraw = False
386.8667 	EXP 	text_3: autoDraw = False
386.8667 	EXP 	T1_text: text = 'X'
386.8667 	EXP 	T2_text: text = '1'
386.8667 	EXP 	Gray_Square: autoDraw = True
386.8667 	EXP 	T1_text: autoDraw = True
386.9664 	EXP 	T1_text: autoDraw = False
386.9837 	EXP 	T1_Delay: autoDraw = True
387.7692 	EXP 	T1_Delay: autoDraw = False
387.7692 	EXP 	T2_text: autoDraw = True
389.6580 	DATA 	Keypress: z
389.6757 	EXP 	Gray_Square: autoDraw = False
389.6757 	EXP 	T1_text: autoDraw = False
389.6757 	EXP 	T1_Delay: autoDraw = False
389.6757 	EXP 	T2_text: autoDraw = False
389.6757 	EXP 	Gray_Square2: autoDraw = True
389.6757 	EXP 	X_or_Y: autoDraw = True
390.2437 	DATA 	Keypress: bracketleft
390.2477 	EXP 	New trial (rep=11, index=0): None
390.2596 	EXP 	Gray_Square2: autoDraw = False
390.2596 	EXP 	X_or_Y: autoDraw = False
390.2596 	EXP 	Gray_Square3: autoDraw = True
390.2596 	EXP 	text_3: autoDraw = True
391.3467 	EXP 	Gray_Square3: autoDraw = False
391.3467 	EXP 	text_3: autoDraw = False
391.3467 	EXP 	Gray_Square3: autoDraw = False
391.3467 	EXP 	text_3: autoDraw = False
391.3467 	EXP 	T1_text: text = 'Y'
391.3467 	EXP 	T2_text: text = '1'
391.3467 	EXP 	Gray_Square: autoDraw = True
391.3467 	EXP 	T1_text: autoDraw = True
391.4464 	EXP 	T1_text: autoDraw = False
391.4640 	EXP 	T1_Delay: autoDraw = True
392.2488 	EXP 	T1_Delay: autoDraw = False
392.2488 	EXP 	T2_text: autoDraw = True
393.3190 	DATA 	Keypress: z
393.3359 	EXP 	Gray_Square: autoDraw = False
393.3359 	EXP 	T1_text: autoDraw = False
393.3359 	EXP 	T1_Delay: autoDraw = False
393.3359 	EXP 	T2_text: autoDraw = False
393.3359 	EXP 	Gray_Square2: autoDraw = True
393.3359 	EXP 	X_or_Y: autoDraw = True
393.8213 	DATA 	Keypress: bracketright
393.8255 	EXP 	New trial (rep=12, index=0): None
393.8369 	EXP 	Gray_Square2: autoDraw = False
393.8369 	EXP 	X_or_Y: autoDraw = False
393.8369 	EXP 	Gray_Square3: autoDraw = True
393.8369 	EXP 	text_3: autoDraw = True
395.3916 	EXP 	Gray_Square3: autoDraw = False
395.3916 	EXP 	text_3: autoDraw = False
395.3916 	EXP 	Gray_Square3: autoDraw = False
395.3916 	EXP 	text_3: autoDraw = False
395.3916 	EXP 	T1_text: text = 'X'
395.3916 	EXP 	T2_text: text = '2'
395.3916 	EXP 	Gray_Square: autoDraw = True
395.3916 	EXP 	T1_text: autoDraw = True
395.4751 	EXP 	T1_text: autoDraw = False
395.4924 	EXP 	T1_Delay: autoDraw = True
396.2783 	EXP 	T1_Delay: autoDraw = False
396.2783 	EXP 	T2_text: autoDraw = True
398.2169 	DATA 	Keypress: slash
398.2338 	EXP 	Gray_Square: autoDraw = False
398.2338 	EXP 	T1_text: autoDraw = False
398.2338 	EXP 	T1_Delay: autoDraw = False
398.2338 	EXP 	T2_text: autoDraw = False
398.2338 	EXP 	Gray_Square2: autoDraw = True
398.2338 	EXP 	X_or_Y: autoDraw = True
398.8855 	DATA 	Keypress: bracketleft
398.8896 	EXP 	New trial (rep=13, index=0): None
398.9025 	EXP 	Gray_Square2: autoDraw = False
398.9025 	EXP 	X_or_Y: autoDraw = False
398.9025 	EXP 	Gray_Square3: autoDraw = True
398.9025 	EXP 	text_3: autoDraw = True
400.8921 	EXP 	Gray_Square3: autoDraw = False
400.8921 	EXP 	text_3: autoDraw = False
400.8921 	EXP 	Gray_Square3: autoDraw = False
400.8921 	EXP 	text_3: autoDraw = False
400.8921 	EXP 	T1_text: text = 'Y'
400.8921 	EXP 	T2_text: text = '2'
400.8921 	EXP 	Gray_Square: autoDraw = True
400.8921 	EXP 	T1_text: autoDraw = True
400.9915 	EXP 	T1_text: autoDraw = False
401.0089 	EXP 	T1_Delay: autoDraw = True
401.7945 	EXP 	T1_Delay: autoDraw = False
401.7945 	EXP 	T2_text: autoDraw = True
403.9339 	DATA 	Keypress: slash
403.9509 	EXP 	Gray_Square: autoDraw = False
403.9509 	EXP 	T1_text: autoDraw = False
403.9509 	EXP 	T1_Delay: autoDraw = False
403.9509 	EXP 	T2_text: autoDraw = False
403.9509 	EXP 	Gray_Square2: autoDraw = True
403.9509 	EXP 	X_or_Y: autoDraw = True
404.5190 	DATA 	Keypress: bracketright
404.5230 	EXP 	New trial (rep=14, index=0): None
404.5365 	EXP 	Gray_Square2: autoDraw = False
404.5365 	EXP 	X_or_Y: autoDraw = False
404.5365 	EXP 	Gray_Square3: autoDraw = True
404.5365 	EXP 	text_3: autoDraw = True
405.8226 	EXP 	Gray_Square3: autoDraw = False
405.8226 	EXP 	text_3: autoDraw = False
405.8226 	EXP 	Gray_Square3: autoDraw = False
405.8226 	EXP 	text_3: autoDraw = False
405.8226 	EXP 	T1_text: text = 'Y'
405.8226 	EXP 	T2_text: text = '2'
405.8226 	EXP 	Gray_Square: autoDraw = True
405.8226 	EXP 	T1_text: autoDraw = True
405.9228 	EXP 	T1_text: autoDraw = False
405.9403 	EXP 	T1_Delay: autoDraw = True
406.7252 	EXP 	T1_Delay: autoDraw = False
406.7252 	EXP 	T2_text: autoDraw = True
407.4778 	DATA 	Keypress: slash
407.4947 	EXP 	Gray_Square: autoDraw = False
407.4947 	EXP 	T1_text: autoDraw = False
407.4947 	EXP 	T1_Delay: autoDraw = False
407.4947 	EXP 	T2_text: autoDraw = False
407.4947 	EXP 	Gray_Square2: autoDraw = True
407.4947 	EXP 	X_or_Y: autoDraw = True
407.8957 	DATA 	Keypress: bracketright
407.8997 	EXP 	New trial (rep=15, index=0): None
407.9128 	EXP 	Gray_Square2: autoDraw = False
407.9128 	EXP 	X_or_Y: autoDraw = False
407.9128 	EXP 	Gray_Square3: autoDraw = True
407.9128 	EXP 	text_3: autoDraw = True
409.3832 	EXP 	Gray_Square3: autoDraw = False
409.3832 	EXP 	text_3: autoDraw = False
409.3832 	EXP 	Gray_Square3: autoDraw = False
409.3832 	EXP 	text_3: autoDraw = False
409.3832 	EXP 	T1_text: text = 'X'
409.3832 	EXP 	T2_text: text = '1'
409.3832 	EXP 	Gray_Square: autoDraw = True
409.3832 	EXP 	T1_text: autoDraw = True
409.4667 	EXP 	T1_text: autoDraw = False
409.4838 	EXP 	T1_Delay: autoDraw = True
410.2688 	EXP 	T1_Delay: autoDraw = False
410.2688 	EXP 	T2_text: autoDraw = True
410.7876 	DATA 	Keypress: z
410.8050 	EXP 	Gray_Square: autoDraw = False
410.8050 	EXP 	T1_text: autoDraw = False
410.8050 	EXP 	T1_Delay: autoDraw = False
410.8050 	EXP 	T2_text: autoDraw = False
410.8050 	EXP 	Gray_Square2: autoDraw = True
410.8050 	EXP 	X_or_Y: autoDraw = True
411.3560 	DATA 	Keypress: bracketleft
411.3601 	EXP 	New trial (rep=16, index=0): None
411.3729 	EXP 	Gray_Square2: autoDraw = False
411.3729 	EXP 	X_or_Y: autoDraw = False
411.3729 	EXP 	Gray_Square3: autoDraw = True
411.3729 	EXP 	text_3: autoDraw = True
412.9614 	EXP 	Gray_Square3: autoDraw = False
412.9614 	EXP 	text_3: autoDraw = False
412.9614 	EXP 	Gray_Square3: autoDraw = False
412.9614 	EXP 	text_3: autoDraw = False
412.9614 	EXP 	T1_text: text = 'Y'
412.9614 	EXP 	T2_text: text = '2'
412.9614 	EXP 	Gray_Square: autoDraw = True
412.9614 	EXP 	T1_text: autoDraw = True
413.0608 	EXP 	T1_text: autoDraw = False
413.0781 	EXP 	T1_Delay: autoDraw = True
413.8642 	EXP 	T1_Delay: autoDraw = False
413.8642 	EXP 	T2_text: autoDraw = True
414.9834 	DATA 	Keypress: slash
415.0009 	EXP 	Gray_Square: autoDraw = False
415.0009 	EXP 	T1_text: autoDraw = False
415.0009 	EXP 	T1_Delay: autoDraw = False
415.0009 	EXP 	T2_text: autoDraw = False
415.0009 	EXP 	Gray_Square2: autoDraw = True
415.0009 	EXP 	X_or_Y: autoDraw = True
416.4211 	DATA 	Keypress: bracketright
416.4251 	EXP 	New trial (rep=17, index=0): None
416.4380 	EXP 	Gray_Square2: autoDraw = False
416.4380 	EXP 	X_or_Y: autoDraw = False
416.4380 	EXP 	Gray_Square3: autoDraw = True
416.4380 	EXP 	text_3: autoDraw = True
417.5575 	EXP 	Gray_Square3: autoDraw = False
417.5575 	EXP 	text_3: autoDraw = False
417.5575 	EXP 	Gray_Square3: autoDraw = False
417.5575 	EXP 	text_3: autoDraw = False
417.5575 	EXP 	T1_text: text = 'X'
417.5575 	EXP 	T2_text: text = '1'
417.5575 	EXP 	Gray_Square: autoDraw = True
417.5575 	EXP 	T1_text: autoDraw = True
417.6411 	EXP 	T1_text: autoDraw = False
417.6582 	EXP 	T1_Delay: autoDraw = True
418.4435 	EXP 	T1_Delay: autoDraw = False
418.4435 	EXP 	T2_text: autoDraw = True
420.5834 	DATA 	Keypress: z
420.5998 	EXP 	Gray_Square: autoDraw = False
420.5998 	EXP 	T1_text: autoDraw = False
420.5998 	EXP 	T1_Delay: autoDraw = False
420.5998 	EXP 	T2_text: autoDraw = False
420.5998 	EXP 	Gray_Square2: autoDraw = True
420.5998 	EXP 	X_or_Y: autoDraw = True
421.0190 	DATA 	Keypress: bracketleft
421.0391 	EXP 	New trial (rep=18, index=0): None
421.0512 	EXP 	Gray_Square2: autoDraw = False
421.0512 	EXP 	X_or_Y: autoDraw = False
421.0512 	EXP 	Gray_Square3: autoDraw = True
421.0512 	EXP 	text_3: autoDraw = True
422.6058 	EXP 	Gray_Square3: autoDraw = False
422.6058 	EXP 	text_3: autoDraw = False
422.6058 	EXP 	Gray_Square3: autoDraw = False
422.6058 	EXP 	text_3: autoDraw = False
422.6058 	EXP 	T1_text: text = 'Y'
422.6058 	EXP 	T2_text: text = '1'
422.6058 	EXP 	Gray_Square: autoDraw = True
422.6058 	EXP 	T1_text: autoDraw = True
422.7061 	EXP 	T1_text: autoDraw = False
422.7234 	EXP 	T1_Delay: autoDraw = True
423.5085 	EXP 	T1_Delay: autoDraw = False
423.5085 	EXP 	T2_text: autoDraw = True
424.1115 	DATA 	Keypress: z
424.1270 	EXP 	Gray_Square: autoDraw = False
424.1270 	EXP 	T1_text: autoDraw = False
424.1270 	EXP 	T1_Delay: autoDraw = False
424.1270 	EXP 	T2_text: autoDraw = False
424.1270 	EXP 	Gray_Square2: autoDraw = True
424.1270 	EXP 	X_or_Y: autoDraw = True
424.5787 	DATA 	Keypress: bracketright
424.5826 	EXP 	New trial (rep=19, index=0): None
424.5958 	EXP 	Gray_Square2: autoDraw = False
424.5958 	EXP 	X_or_Y: autoDraw = False
424.5958 	EXP 	Gray_Square3: autoDraw = True
424.5958 	EXP 	text_3: autoDraw = True
426.1664 	EXP 	Gray_Square3: autoDraw = False
426.1664 	EXP 	text_3: autoDraw = False
426.1664 	EXP 	Gray_Square3: autoDraw = False
426.1664 	EXP 	text_3: autoDraw = False
426.1664 	EXP 	T1_text: text = 'X'
426.1664 	EXP 	T2_text: text = '2'
426.1664 	EXP 	Gray_Square: autoDraw = True
426.1664 	EXP 	T1_text: autoDraw = True
426.2500 	EXP 	T1_text: autoDraw = False
426.2674 	EXP 	T1_Delay: autoDraw = True
427.0530 	EXP 	T1_Delay: autoDraw = False
427.0530 	EXP 	T2_text: autoDraw = True
428.5068 	DATA 	Keypress: z
428.5237 	EXP 	Gray_Square: autoDraw = False
428.5237 	EXP 	T1_text: autoDraw = False
428.5237 	EXP 	T1_Delay: autoDraw = False
428.5237 	EXP 	T2_text: autoDraw = False
428.5237 	EXP 	Gray_Square2: autoDraw = True
428.5237 	EXP 	X_or_Y: autoDraw = True
429.0416 	DATA 	Keypress: bracketright
429.0457 	EXP 	New trial (rep=20, index=0): None
429.0581 	EXP 	Gray_Square2: autoDraw = False
429.0581 	EXP 	X_or_Y: autoDraw = False
429.0581 	EXP 	Gray_Square3: autoDraw = True
429.0581 	EXP 	text_3: autoDraw = True
430.0784 	EXP 	Gray_Square3: autoDraw = False
430.0784 	EXP 	text_3: autoDraw = False
430.0784 	EXP 	Gray_Square3: autoDraw = False
430.0784 	EXP 	text_3: autoDraw = False
430.0784 	EXP 	T1_text: text = '#'
430.0784 	EXP 	T2_text: text = '2'
430.0784 	EXP 	Gray_Square: autoDraw = True
430.0784 	EXP 	T1_text: autoDraw = True
430.1781 	EXP 	T1_text: autoDraw = False
430.1950 	EXP 	T1_Delay: autoDraw = True
430.9816 	EXP 	T1_Delay: autoDraw = False
430.9816 	EXP 	T2_text: autoDraw = True
433.9401 	DATA 	Keypress: slash
433.9457 	EXP 	New trial (rep=21, index=0): None
433.9561 	EXP 	Gray_Square: autoDraw = False
433.9561 	EXP 	T1_text: autoDraw = False
433.9561 	EXP 	T1_Delay: autoDraw = False
433.9561 	EXP 	T2_text: autoDraw = False
433.9561 	EXP 	Gray_Square2: autoDraw = False
433.9561 	EXP 	X_or_Y: autoDraw = False
433.9561 	EXP 	Gray_Square3: autoDraw = True
433.9561 	EXP 	text_3: autoDraw = True
434.5748 	DATA 	Keypress: bracketleft
435.4274 	EXP 	Gray_Square3: autoDraw = False
435.4274 	EXP 	text_3: autoDraw = False
435.4274 	EXP 	Gray_Square3: autoDraw = False
435.4274 	EXP 	text_3: autoDraw = False
435.4274 	EXP 	T1_text: text = 'X'
435.4274 	EXP 	T2_text: text = '1'
435.4274 	EXP 	Gray_Square: autoDraw = True
435.4274 	EXP 	T1_text: autoDraw = True
435.5107 	EXP 	T1_text: autoDraw = False
435.5287 	EXP 	T1_Delay: autoDraw = True
436.3480 	EXP 	T1_Delay: autoDraw = False
436.3480 	EXP 	T2_text: autoDraw = True
437.7515 	DATA 	Keypress: z
437.7847 	EXP 	Gray_Square: autoDraw = False
437.7847 	EXP 	T1_text: autoDraw = False
437.7847 	EXP 	T1_Delay: autoDraw = False
437.7847 	EXP 	T2_text: autoDraw = False
437.7847 	EXP 	Gray_Square2: autoDraw = True
437.7847 	EXP 	X_or_Y: autoDraw = True
438.1862 	DATA 	Keypress: bracketleft
438.1902 	EXP 	New trial (rep=22, index=0): None
438.2193 	EXP 	Gray_Square2: autoDraw = False
438.2193 	EXP 	X_or_Y: autoDraw = False
438.2193 	EXP 	Gray_Square3: autoDraw = True
438.2193 	EXP 	text_3: autoDraw = True
439.3226 	EXP 	Gray_Square3: autoDraw = False
439.3226 	EXP 	text_3: autoDraw = False
439.3226 	EXP 	Gray_Square3: autoDraw = False
439.3226 	EXP 	text_3: autoDraw = False
439.3226 	EXP 	T1_text: text = 'Y'
439.3226 	EXP 	T2_text: text = '2'
439.3226 	EXP 	Gray_Square: autoDraw = True
439.3226 	EXP 	T1_text: autoDraw = True
439.3894 	EXP 	T1_text: autoDraw = False
439.4229 	EXP 	T1_Delay: autoDraw = True
440.1918 	EXP 	T1_Delay: autoDraw = False
440.1918 	EXP 	T2_text: autoDraw = True
441.6294 	DATA 	Keypress: slash
441.6465 	EXP 	Gray_Square: autoDraw = False
441.6465 	EXP 	T1_text: autoDraw = False
441.6465 	EXP 	T1_Delay: autoDraw = False
441.6465 	EXP 	T2_text: autoDraw = False
441.6465 	EXP 	Gray_Square2: autoDraw = True
441.6465 	EXP 	X_or_Y: autoDraw = True
442.0808 	DATA 	Keypress: bracketright
442.0848 	EXP 	New trial (rep=23, index=0): None
442.0982 	EXP 	Gray_Square2: autoDraw = False
442.0982 	EXP 	X_or_Y: autoDraw = False
442.0982 	EXP 	Gray_Square3: autoDraw = True
442.0982 	EXP 	text_3: autoDraw = True
443.9527 	EXP 	Gray_Square3: autoDraw = False
443.9527 	EXP 	text_3: autoDraw = False
443.9527 	EXP 	Gray_Square3: autoDraw = False
443.9527 	EXP 	text_3: autoDraw = False
443.9527 	EXP 	T1_text: text = '#'
443.9527 	EXP 	T2_text: text = '1'
443.9527 	EXP 	Gray_Square: autoDraw = True
443.9527 	EXP 	T1_text: autoDraw = True
444.0363 	EXP 	T1_text: autoDraw = False
444.0535 	EXP 	T1_Delay: autoDraw = True
444.8394 	EXP 	T1_Delay: autoDraw = False
444.8394 	EXP 	T2_text: autoDraw = True
446.3268 	DATA 	Keypress: z
446.3325 	EXP 	New trial (rep=24, index=0): None
446.3437 	EXP 	Gray_Square: autoDraw = False
446.3437 	EXP 	T1_text: autoDraw = False
446.3437 	EXP 	T1_Delay: autoDraw = False
446.3437 	EXP 	T2_text: autoDraw = False
446.3437 	EXP 	Gray_Square2: autoDraw = False
446.3437 	EXP 	X_or_Y: autoDraw = False
446.3437 	EXP 	Gray_Square3: autoDraw = True
446.3437 	EXP 	text_3: autoDraw = True
448.1151 	EXP 	Gray_Square3: autoDraw = False
448.1151 	EXP 	text_3: autoDraw = False
448.1151 	EXP 	Gray_Square3: autoDraw = False
448.1151 	EXP 	text_3: autoDraw = False
448.1151 	EXP 	T1_text: text = '#'
448.1151 	EXP 	T2_text: text = '1'
448.1151 	EXP 	Gray_Square: autoDraw = True
448.1151 	EXP 	T1_text: autoDraw = True
448.2154 	EXP 	T1_text: autoDraw = False
448.2321 	EXP 	T1_Delay: autoDraw = True
449.0184 	EXP 	T1_Delay: autoDraw = False
449.0184 	EXP 	T2_text: autoDraw = True
449.7544 	DATA 	Keypress: z
449.7600 	EXP 	New trial (rep=25, index=0): None
449.7700 	EXP 	Gray_Square: autoDraw = False
449.7700 	EXP 	T1_text: autoDraw = False
449.7700 	EXP 	T1_Delay: autoDraw = False
449.7700 	EXP 	T2_text: autoDraw = False
449.7700 	EXP 	Gray_Square2: autoDraw = False
449.7700 	EXP 	X_or_Y: autoDraw = False
449.7700 	EXP 	Gray_Square3: autoDraw = True
449.7700 	EXP 	text_3: autoDraw = True
450.9244 	EXP 	Gray_Square3: autoDraw = False
450.9244 	EXP 	text_3: autoDraw = False
450.9244 	EXP 	Gray_Square3: autoDraw = False
450.9244 	EXP 	text_3: autoDraw = False
450.9244 	EXP 	T1_text: text = 'Y'
450.9244 	EXP 	T2_text: text = '2'
450.9244 	EXP 	Gray_Square: autoDraw = True
450.9244 	EXP 	T1_text: autoDraw = True
451.0242 	EXP 	T1_text: autoDraw = False
451.0404 	EXP 	T1_Delay: autoDraw = True
451.8094 	EXP 	T1_Delay: autoDraw = False
451.8094 	EXP 	T2_text: autoDraw = True
452.5954 	DATA 	Keypress: slash
452.6126 	EXP 	Gray_Square: autoDraw = False
452.6126 	EXP 	T1_text: autoDraw = False
452.6126 	EXP 	T1_Delay: autoDraw = False
452.6126 	EXP 	T2_text: autoDraw = False
452.6126 	EXP 	Gray_Square2: autoDraw = True
452.6126 	EXP 	X_or_Y: autoDraw = True
452.8628 	DATA 	Keypress: bracketright
452.8668 	EXP 	New trial (rep=26, index=0): None
452.8801 	EXP 	Gray_Square2: autoDraw = False
452.8801 	EXP 	X_or_Y: autoDraw = False
452.8801 	EXP 	Gray_Square3: autoDraw = True
452.8801 	EXP 	text_3: autoDraw = True
454.4852 	EXP 	Gray_Square3: autoDraw = False
454.4852 	EXP 	text_3: autoDraw = False
454.4852 	EXP 	Gray_Square3: autoDraw = False
454.4852 	EXP 	text_3: autoDraw = False
454.4852 	EXP 	T1_text: text = 'Y'
454.4852 	EXP 	T2_text: text = '2'
454.4852 	EXP 	Gray_Square: autoDraw = True
454.4852 	EXP 	T1_text: autoDraw = True
454.5844 	EXP 	T1_text: autoDraw = False
454.6017 	EXP 	T1_Delay: autoDraw = True
455.3868 	EXP 	T1_Delay: autoDraw = False
455.3868 	EXP 	T2_text: autoDraw = True
456.3241 	DATA 	Keypress: slash
456.3396 	EXP 	Gray_Square: autoDraw = False
456.3396 	EXP 	T1_text: autoDraw = False
456.3396 	EXP 	T1_Delay: autoDraw = False
456.3396 	EXP 	T2_text: autoDraw = False
456.3396 	EXP 	Gray_Square2: autoDraw = True
456.3396 	EXP 	X_or_Y: autoDraw = True
456.6407 	DATA 	Keypress: bracketright
456.6448 	EXP 	New trial (rep=27, index=0): None
456.6580 	EXP 	Gray_Square2: autoDraw = False
456.6580 	EXP 	X_or_Y: autoDraw = False
456.6580 	EXP 	Gray_Square3: autoDraw = True
456.6580 	EXP 	text_3: autoDraw = True
458.6130 	EXP 	Gray_Square3: autoDraw = False
458.6130 	EXP 	text_3: autoDraw = False
458.6130 	EXP 	Gray_Square3: autoDraw = False
458.6130 	EXP 	text_3: autoDraw = False
458.6130 	EXP 	T1_text: text = '#'
458.6130 	EXP 	T2_text: text = '1'
458.6130 	EXP 	Gray_Square: autoDraw = True
458.6130 	EXP 	T1_text: autoDraw = True
458.6966 	EXP 	T1_text: autoDraw = False
458.7140 	EXP 	T1_Delay: autoDraw = True
459.4999 	EXP 	T1_Delay: autoDraw = False
459.4999 	EXP 	T2_text: autoDraw = True
460.3524 	DATA 	Keypress: slash
460.3580 	EXP 	New trial (rep=28, index=0): None
460.3682 	EXP 	Gray_Square: autoDraw = False
460.3682 	EXP 	T1_text: autoDraw = False
460.3682 	EXP 	T1_Delay: autoDraw = False
460.3682 	EXP 	T2_text: autoDraw = False
460.3682 	EXP 	Gray_Square2: autoDraw = False
460.3682 	EXP 	X_or_Y: autoDraw = False
460.3682 	EXP 	Gray_Square3: autoDraw = True
460.3682 	EXP 	text_3: autoDraw = True
462.1067 	EXP 	Gray_Square3: autoDraw = False
462.1067 	EXP 	text_3: autoDraw = False
462.1067 	EXP 	Gray_Square3: autoDraw = False
462.1067 	EXP 	text_3: autoDraw = False
462.1067 	EXP 	T1_text: text = 'Y'
462.1067 	EXP 	T2_text: text = '1'
462.1067 	EXP 	Gray_Square: autoDraw = True
462.1067 	EXP 	T1_text: autoDraw = True
462.2070 	EXP 	T1_text: autoDraw = False
462.2241 	EXP 	T1_Delay: autoDraw = True
463.0103 	EXP 	T1_Delay: autoDraw = False
463.0103 	EXP 	T2_text: autoDraw = True
463.6951 	DATA 	Keypress: z
463.7126 	EXP 	Gray_Square: autoDraw = False
463.7126 	EXP 	T1_text: autoDraw = False
463.7126 	EXP 	T1_Delay: autoDraw = False
463.7126 	EXP 	T2_text: autoDraw = False
463.7126 	EXP 	Gray_Square2: autoDraw = True
463.7126 	EXP 	X_or_Y: autoDraw = True
464.1966 	DATA 	Keypress: bracketright
464.2006 	EXP 	New trial (rep=29, index=0): None
464.2135 	EXP 	Gray_Square2: autoDraw = False
464.2135 	EXP 	X_or_Y: autoDraw = False
464.2135 	EXP 	Gray_Square3: autoDraw = True
464.2135 	EXP 	text_3: autoDraw = True
465.5007 	EXP 	Gray_Square3: autoDraw = False
465.5007 	EXP 	text_3: autoDraw = False
465.5007 	EXP 	Gray_Square3: autoDraw = False
465.5007 	EXP 	text_3: autoDraw = False
465.5007 	EXP 	T1_text: text = 'Y'
465.5007 	EXP 	T2_text: text = '1'
465.5007 	EXP 	Gray_Square: autoDraw = True
465.5007 	EXP 	T1_text: autoDraw = True
465.6004 	EXP 	T1_text: autoDraw = False
465.6179 	EXP 	T1_Delay: autoDraw = True
466.4028 	EXP 	T1_Delay: autoDraw = False
466.4028 	EXP 	T2_text: autoDraw = True
467.3068 	DATA 	Keypress: z
467.3398 	EXP 	Gray_Square: autoDraw = False
467.3398 	EXP 	T1_text: autoDraw = False
467.3398 	EXP 	T1_Delay: autoDraw = False
467.3398 	EXP 	T2_text: autoDraw = False
467.3398 	EXP 	Gray_Square2: autoDraw = True
467.3398 	EXP 	X_or_Y: autoDraw = True
467.8240 	DATA 	Keypress: bracketright
467.8281 	EXP 	New trial (rep=30, index=0): None
467.8410 	EXP 	Gray_Square2: autoDraw = False
467.8410 	EXP 	X_or_Y: autoDraw = False
467.8410 	EXP 	Gray_Square3: autoDraw = True
467.8410 	EXP 	text_3: autoDraw = True
469.6465 	EXP 	Gray_Square3: autoDraw = False
469.6465 	EXP 	text_3: autoDraw = False
469.6465 	EXP 	Gray_Square3: autoDraw = False
469.6465 	EXP 	text_3: autoDraw = False
469.6465 	EXP 	T1_text: text = 'Y'
469.6465 	EXP 	T2_text: text = '1'
469.6465 	EXP 	Gray_Square: autoDraw = True
469.6465 	EXP 	T1_text: autoDraw = True
469.7461 	EXP 	T1_text: autoDraw = False
469.7634 	EXP 	T1_Delay: autoDraw = True
470.5493 	EXP 	T1_Delay: autoDraw = False
470.5493 	EXP 	T2_text: autoDraw = True
471.1840 	DATA 	Keypress: z
471.2009 	EXP 	Gray_Square: autoDraw = False
471.2009 	EXP 	T1_text: autoDraw = False
471.2009 	EXP 	T1_Delay: autoDraw = False
471.2009 	EXP 	T2_text: autoDraw = False
471.2009 	EXP 	Gray_Square2: autoDraw = True
471.2009 	EXP 	X_or_Y: autoDraw = True
471.6521 	DATA 	Keypress: bracketright
471.6561 	EXP 	New trial (rep=31, index=0): None
471.6695 	EXP 	Gray_Square2: autoDraw = False
471.6695 	EXP 	X_or_Y: autoDraw = False
471.6695 	EXP 	Gray_Square3: autoDraw = True
471.6695 	EXP 	text_3: autoDraw = True
473.1396 	EXP 	Gray_Square3: autoDraw = False
473.1396 	EXP 	text_3: autoDraw = False
473.1396 	EXP 	Gray_Square3: autoDraw = False
473.1396 	EXP 	text_3: autoDraw = False
473.1396 	EXP 	T1_text: text = 'Y'
473.1396 	EXP 	T2_text: text = '1'
473.1396 	EXP 	Gray_Square: autoDraw = True
473.1396 	EXP 	T1_text: autoDraw = True
473.2399 	EXP 	T1_text: autoDraw = False
473.2573 	EXP 	T1_Delay: autoDraw = True
474.0423 	EXP 	T1_Delay: autoDraw = False
474.0423 	EXP 	T2_text: autoDraw = True
474.5942 	DATA 	Keypress: z
474.6111 	EXP 	Gray_Square: autoDraw = False
474.6111 	EXP 	T1_text: autoDraw = False
474.6111 	EXP 	T1_Delay: autoDraw = False
474.6111 	EXP 	T2_text: autoDraw = False
474.6111 	EXP 	Gray_Square2: autoDraw = True
474.6111 	EXP 	X_or_Y: autoDraw = True
475.0288 	DATA 	Keypress: bracketright
475.0328 	EXP 	New trial (rep=32, index=0): None
475.0464 	EXP 	Gray_Square2: autoDraw = False
475.0464 	EXP 	X_or_Y: autoDraw = False
475.0464 	EXP 	Gray_Square3: autoDraw = True
475.0464 	EXP 	text_3: autoDraw = True
476.8514 	EXP 	Gray_Square3: autoDraw = False
476.8514 	EXP 	text_3: autoDraw = False
476.8514 	EXP 	Gray_Square3: autoDraw = False
476.8514 	EXP 	text_3: autoDraw = False
476.8514 	EXP 	T1_text: text = '#'
476.8514 	EXP 	T2_text: text = '2'
476.8514 	EXP 	Gray_Square: autoDraw = True
476.8514 	EXP 	T1_text: autoDraw = True
476.9342 	EXP 	T1_text: autoDraw = False
476.9513 	EXP 	T1_Delay: autoDraw = True
477.7366 	EXP 	T1_Delay: autoDraw = False
477.7366 	EXP 	T2_text: autoDraw = True
479.4085 	DATA 	Keypress: slash
479.4141 	EXP 	New trial (rep=33, index=0): None
479.4259 	EXP 	Gray_Square: autoDraw = False
479.4259 	EXP 	T1_text: autoDraw = False
479.4259 	EXP 	T1_Delay: autoDraw = False
